作家(handle)	作家名	欄	固有名詞(ja)	含まれる人名	種別	言語	現表記	人名部分	判定	判定の理由	社内の照合(本人ページのローマ字)	探索経路
tatsuno-kingo	辰野 金吾	collection	東京大学経済学図書館（辰野金吾関係資料・寄託）	辰野金吾	館・施設	fr	Bibliothèque de la faculté d'économie de l'Université de Tokyo (documents relatifs à Tatsuno Kingo, en dépôt)	Tatsuno Kingo	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Tatsuno/Kingo）	公式サイト（http://www.lib.e.u-tokyo.ac.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
tatsuno-kingo	辰野 金吾	collection	東京大学経済学図書館（辰野金吾関係資料・寄託）	辰野金吾	館・施設	es	Biblioteca de la Facultad de Economía de la Universidad de Tokio (materiales relacionados con Tatsuno Kingo, en depósito)	Tatsuno Kingo	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Tatsuno/Kingo）	公式サイト（http://www.lib.e.u-tokyo.ac.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
tatsuno-kingo	辰野 金吾	collection	東京大学経済学図書館（辰野金吾関係資料・寄託）	辰野金吾	館・施設	de	Bibliothek der Wirtschaftswissenschaftlichen Fakultät der Universität Tokio (Materialien zu Tatsuno Kingo, als Dauerleihgabe)	Tatsuno Kingo	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Tatsuno/Kingo）	公式サイト（http://www.lib.e.u-tokyo.ac.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
tatsuno-kingo	辰野 金吾	collection	辰野金吾記念館（旧唐津銀行・佐賀県唐津市）	辰野金吾	館・施設	en	Tatsuno Kingo Memorial Museum (former Karatsu Bank, Karatsu City, Saga Prefecture)	Tatsuno Kingo	C	公式サイトを取得したが、英語の館名の記載を見つけられなかった	本人ページのローマ字と一致（Tatsuno/Kingo）	Wikidata P856→http://karatsu-bank.jp/（＋言語切替リンク）を取得し全文検索→英名0件
tatsuno-kingo	辰野 金吾	collection	辰野金吾記念館（旧唐津銀行・佐賀県唐津市）	辰野金吾	館・施設	ko	다쓰노 긴고 기념관(구 가라쓰 은행, 사가현 가라쓰시)	다쓰노 긴고 기념관 가라쓰 은행 사가현 가라쓰시	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	Wikidata P856→http://karatsu-bank.jp/（＋言語切替リンク）を取得し、韓国語ページの有無とハングル表記を全文検索
tatsuno-kingo	辰野 金吾	collection	辰野金吾記念館（旧唐津銀行・佐賀県唐津市）	辰野金吾	館・施設	fr	Musée-mémorial Tatsuno Kingo (ancienne banque de Karatsu, ville de Karatsu, préfecture de Saga)	Tatsuno Kingo	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Tatsuno/Kingo）	公式サイト（http://karatsu-bank.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
tatsuno-kingo	辰野 金吾	collection	辰野金吾記念館（旧唐津銀行・佐賀県唐津市）	辰野金吾	館・施設	es	Museo Conmemorativo Tatsuno Kingo (antiguo Banco de Karatsu, ciudad de Karatsu, prefectura de Saga)	Tatsuno Kingo	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Tatsuno/Kingo）	公式サイト（http://karatsu-bank.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
tatsuno-kingo	辰野 金吾	collection	辰野金吾記念館（旧唐津銀行・佐賀県唐津市）	辰野金吾	館・施設	de	Tatsuno-Kingo-Gedenkmuseum (ehemalige Karatsu-Bank, Stadt Karatsu, Präfektur Saga)	Tatsuno Kingo	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Tatsuno/Kingo）	公式サイト（http://karatsu-bank.jp/）に当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
ito-chuta	伊東 忠太	collection	日本建築学会建築博物館（伊東忠太資料）	伊東忠太	館・施設	en	Architectural Institute of Japan Museum of Architecture (Itō Chūta materials)	Itō Chūta	C	本便では公式サイトを特定できなかった	本人ページのローマ字と一致（Itō/Chūta）	Wikidataに該当項目／公式サイトURLの登録なし
ito-chuta	伊東 忠太	collection	日本建築学会建築博物館（伊東忠太資料）	伊東忠太	館・施設	ko	일본건축학회 건축박물관(이토 추타 자료)	일본건축학회 건축박물관 이토 추타 자료	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
ito-chuta	伊東 忠太	collection	日本建築学会建築博物館（伊東忠太資料）	伊東忠太	館・施設	fr	Musée d'architecture de l'Architectural Institute of Japan (documents relatifs à Itō Chūta)	Itō Chūta	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Itō/Chūta）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
ito-chuta	伊東 忠太	collection	日本建築学会建築博物館（伊東忠太資料）	伊東忠太	館・施設	es	Museo de Arquitectura del Architectural Institute of Japan (materiales relacionados con Itō Chūta)	Itō Chūta	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Itō/Chūta）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
ito-chuta	伊東 忠太	collection	日本建築学会建築博物館（伊東忠太資料）	伊東忠太	館・施設	de	Architekturmuseum des Architectural Institute of Japan (Materialien zu Itō Chūta)	Itō Chūta	C	当該言語の公式表記も英語の公式表記も確認できていない。人名部分は当社の英語表記と同一	本人ページのローマ字と一致（Itō/Chūta）	公式サイトに当該言語のページを検出できず（機械判定）。英語表記との一致で代替判定
maki-fumihiko	槇 文彦	collection	慶應義塾大学湘南藤沢キャンパス（槇文彦アーカイブ）	槇文彦	館・施設	en	Keio University Shonan Fujisawa Campus (Maki Fumihiko Archive)	Maki Fumihiko	C	公式サイトを取得したが、英語の館名の記載を見つけられなかった	本人ページのローマ字と一致（Maki/Fumihiko）	Wikidata P856→http://www.sfc.keio.ac.jp/en/top.html（＋言語切替リンク）を取得し全文検索→英名0件
maki-fumihiko	槇 文彦	collection	慶應義塾大学湘南藤沢キャンパス（槇文彦アーカイブ）	槇文彦	館・施設	ko	게이오기주쿠대학 쇼난후지사와 캠퍼스(마키 후미히코 아카이브)	게이오기주쿠대학 쇼난후지사와 캠퍼스 마키 후미히코 아카이브	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	Wikidata P856→http://www.sfc.keio.ac.jp/en/top.html（＋言語切替リンク）を取得し、韓国語ページの有無とハングル表記を全文検索
maki-fumihiko	槇 文彦	collection	慶應義塾大学湘南藤沢キャンパス（槇文彦アーカイブ）	槇文彦	館・施設	fr	Université Keio, campus de Shonan Fujisawa (Archives Fumihiko Maki)	Fumihiko Maki	C	★人名部分の綴りが当社の英語表記（Maki Fumihiko）と食い違う（Fumihiko Maki）。相違の根拠は確認できない	本人ページのローマ字と一致（Fumihiko/Maki）	同一固有名詞の8言語を並べて比較。公式サイトに当該言語のページは検出できず
maki-fumihiko	槇 文彦	collection	慶應義塾大学湘南藤沢キャンパス（槇文彦アーカイブ）	槇文彦	館・施設	es	Universidad Keio, campus de Shonan Fujisawa (Archivo Fumihiko Maki)	Fumihiko Maki	C	★人名部分の綴りが当社の英語表記（Maki Fumihiko）と食い違う（Fumihiko Maki）。相違の根拠は確認できない	本人ページのローマ字と一致（Fumihiko/Maki）	同一固有名詞の8言語を並べて比較。公式サイトに当該言語のページは検出できず
maki-fumihiko	槇 文彦	collection	慶應義塾大学湘南藤沢キャンパス（槇文彦アーカイブ）	槇文彦	館・施設	de	Keio-Universität, Campus Shonan Fujisawa (Fumihiko-Maki-Archiv)	Fumihiko Maki	C	★人名部分の綴りが当社の英語表記（Maki Fumihiko）と食い違う（Fumihiko Maki）。相違の根拠は確認できない	本人ページのローマ字と一致（Fumihiko/Maki）	同一固有名詞の8言語を並べて比較。公式サイトに当該言語のページは検出できず
murano-togo	村野 藤吾	masterworks	宇部市渡辺翁記念会館（山口県宇部市・1937年竣工・現存・重要文化財2005年指定）	渡辺祐策	作品名	en	Ube City Watanabe-Okina Memorial Hall (Ube, Yamaguchi Prefecture; completed 1937; extant; Important Cultural Property, designated 2005)	Ube Watanabe Okina Ube completed extant Important Property designated	C	本便では公式サイトを特定できなかった	当該人物は掲載作家ではない（社内の照合先なし）	Wikidataに該当項目／公式サイトURLの登録なし
murano-togo	村野 藤吾	masterworks	宇部市渡辺翁記念会館（山口県宇部市・1937年竣工・現存・重要文化財2005年指定）	渡辺祐策	作品名	ko	우베시 와타나베오키나 기념회관(야마구치현 우베시·1937년 준공·현존·중요문화재 2005년 지정)	우베시 와타나베오키나 기념회관 야마구치현 우베시 준공 현존 중요문화재 지정	C	★館の公式サイトに韓国語ページを検出できず、ハングル表記の根拠が確認できない（日本語の読みからの音写と推測されるが未確認）	本人ページにハングル表記の欄が無いため社内照合先なし	公式サイト未特定
